,STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,OVER TOTAL ELECTORS IN CONSTITUENCY,OVER TOTAL VOTES POLLED IN CONSTITUENCY,TOTAL ELECTORS
1362,Telangana,MALKAJGIRI,RAJASHEKAR REDDY MARRI,0,TRS,Car,MALE,0,50,GENERAL,12th Pass,567940114,91408506,592485,344,592829,18.81809839,37.91324891,3150313
1363,Telangana,MALKAJGIRI,RAMCHANDER RAO NARAPARAJU,0,BJP,Lotus,MALE,1,59,GENERAL,Post Graduate,25940000,6100000,303851,431,304282,9.658786286,19.45977542,3150313
1364,Telangana,MALKAJGIRI,MAHENDER REDDY BONGUNOORI,0,JnP,Glass Tumbler,MALE,0,43,GENERAL,10th Pass,139714395,40743724,28413,7,28420,0.902132582,1.817546938,3150313
1366,Himachal Pradesh,MANDI,RAM SWAROOP SHARMA,1,BJP,Lotus,MALE,0,60,GENERAL,10th Pass,15724337,783963,638441,8748,647189,50.50395564,68.62008932,1281462
1367,Himachal Pradesh,MANDI,AASHRAY SHARMA,0,INC,Hand,MALE,0,32,GENERAL,Others,48523665,16286033,240184,1546,241730,18.86361047,25.6301238,1281462
1368,Himachal Pradesh,MANDI,DALEEP SINGH KAITH,0,CPI(M),"Hammer, Sickle and Star",MALE,1,48,GENERAL,Post Graduate,4303590,934823,14742,96,14838,1.157896215,1.573241951,1281462
1369,Madhya Pradesh,MANDLA,FAGGAN SINGH KULASTE,1,BJP,Lotus,MALE,0,59,ST,Post Graduate,26702373,1000075,735365,1901,737266,37.78396293,48.57045544,1951267
1370,Madhya Pradesh,MANDLA,KAMAL SINGH MARAVI,0,INC,Hand,MALE,1,58,ST,Graduate,3182853,0,638372,1220,639592,32.77829226,42.13577561,1951267
1371,Madhya Pradesh,MANDLA,DADA RAMGULAM UIKEY,0,GGP,Saw,MALE,0,57,ST,8th Pass,15377000,282000,48782,143,48925,2.507345227,3.223137284,1951267
1373,Madhya Pradesh,MANDLA,CHANDRA SINGH KUSHRAM,0,BSCP,FLUTE,MALE,0,43,ST,12th Pass,2120000,0,15707,2,15709,0.805066657,1.034895526,1951267
1374,Madhya Pradesh,MANDLA,BHARAT SINGH POOSAM,0,IND,Helicopter,MALE,0,40,ST,Post Graduate,2313900,294000,15626,0,15626,0.80081301,1.029427556,1951267
1375,Madhya Pradesh,MANDSOUR,Sudheer Gupta,1,BJP,Lotus,MALE,1,59,GENERAL,Post Graduate,90908944,799283,845944,1842,847786,48.14572301,61.81293223,1760875
1376,Madhya Pradesh,MANDSOUR,Meenakshi Natarajan,0,INC,Hand,FEMALE,0,45,GENERAL,Post Graduate,6759260,0,470528,524,471052,26.75101867,34.34487636,1760875
1377,Karnataka,MANDYA,SUMALATHA AMBAREESH,1,IND,Man Blowing Turha,FEMALE,0,55,GENERAL,10th Pass,234154139,14232295,702167,1493,703660,41.10153948,51.00382569,1712004
1378,Karnataka,MANDYA,NIKHIL KUMARASWAMY,0,JD(S),A lady farmer carrying paddy on her head,MALE,0,31,GENERAL,Graduate,740087761,353629176,576545,1239,577784,33.74898657,41.87987724,1712004
1379,Karnataka,MANDYA,M.L. SHASHIKUMAR,0,IND,Sitar,MALE,0,36,GENERAL,10th Pass,660000,1160000,18323,0,18323,1.070266191,1.328117412,1712004
1380,Assam,MANGALDOI,DILIP SAIKIA,1,BJP,Lotus,MALE,0,45,GENERAL,Graduate,6206286,0,732740,2729,735469,40.85400978,48.8223396,1800237
1381,Assam,MANGALDOI,BHUBANESWAR KALITA,0,INC,Hand,MALE,0,67,GENERAL,Post Graduate,126699173,0,595845,1079,596924,33.15807863,39.6253632,1800237
1382,Assam,MANGALDOI,PRODEEP KUMAR DAIMARY,0,UPPL,Tractor Chalata Kisan,MALE,0,55,ST,Post Graduate,1035500,0,103402,468,103870,5.769795866,6.895159979,1800237
1384,Uttar Pradesh,MATHURA,HEMA MALINI,1,BJP,Lotus,FEMALE,0,70,GENERAL,Doctorate,2508270292,131288062,667342,3951,671293,37.13123509,60.78763045,1807893
1385,Uttar Pradesh,MATHURA,KUNWAR NARENDRA SINGH,0,RLD,Hand Pump,MALE,2,66,GENERAL,Graduate,216820285,5708000,377319,503,377822,20.89847131,34.2129355,1807893
1386,Uttar Pradesh,MATHURA,MAHESH PATHAK,0,INC,Hand,MALE,0,63,GENERAL,Graduate,356953188,0,27970,114,28084,1.553410517,2.543091934,1807893
1387,West Bengal,MATHURAPUR,CHOUDHURY MOHAN JATUA,1,AITC,Flowers and Grass,MALE,0,80,SC,Post Graduate,10667304,0,726463,365,726828,43.99429573,51.84152283,1652096
1388,West Bengal,MATHURAPUR,SHYAMAPRASAD HALDER,0,BJP,Lotus,MALE,0,46,SC,Post Graduate,3592432,400000,522267,587,522854,31.64791877,37.29293255,1652096
1389,West Bengal,MATHURAPUR,DR. SARAT CHANDRA HALDAR,0,CPI(M),"Hammer, Sickle and Star",MALE,0,42,SC,Graduate Professional,6853079,0,92372,45,92417,5.593924324,6.591708101,1652096
1390,West Bengal,MATHURAPUR,KRITTIBAS SARDAR,0,INC,Hand,MALE,0,63,SC,10th Pass,844789,258300,32299,25,32324,1.956544898,2.305532236,1652096
1391,Maharashtra,MAVAL,SHRIRANG APPA CHANDU BARNE,1,SHS,Bow and Arrow,MALE,3,55,GENERAL,8th Pass,1023310134,416612,718950,1713,720663,31.35935215,52.62403465,2298080
1392,Maharashtra,MAVAL,PARTH AJIT PAWAR,0,NCP,Clock,MALE,0,29,GENERAL,Graduate,201239333,93613295,503375,1375,504750,21.96398733,36.85770116,2298080
1393,Maharashtra,MAVAL,RAJARAM NARAYAN PATIL,0,VBA,Cup & Saucer,MALE,0,47,GENERAL,Others,6525572,534788,75713,191,75904,3.302931143,5.542638829,2298080
1395,Kerala,MAVELIKKARA,KODIKUNNIL SURESH,1,INC,Hand,MALE,1,56,SC,Post Graduate,12965129,982819,437997,2418,440415,33.66824605,45.29340985,1308102
1396,Kerala,MAVELIKKARA,CHITTAYAM GOPAKUMAR,0,CPI(M),Ears of Corn And Sickle,MALE,0,53,SC,10th Pass,3725488,953336,376497,2780,379277,28.9944515,39.00582089,1308102
1397,Kerala,MAVELIKKARA,THAZHAVA SAHADEVAN,0,BDJS,Pot,MALE,0,64,SC,10th Pass,4926063,400000,132323,1223,133546,10.20914271,13.73421367,1308102
1398,Tamil Nadu,MAYILADUTHURAI,RAMALINGAM. S,1,DMK,Rising Sun,MALE,0,74,GENERAL,Graduate,13355095,215000,595845,3447,599292,40.3606579,54.59126601,1484842
1399,Tamil Nadu,MAYILADUTHURAI,ASAIMANI. S,0,AIADMK,Two Leaves,MALE,0,64,GENERAL,Post Graduate,17159486,354102,337448,530,337978,22.76188308,30.78740731,1484842
1400,Tamil Nadu,MAYILADUTHURAI,SENTHAMIZHAN. S,0,IND,Gift Pack,MALE,2,39,GENERAL,12th Pass,6270000,0,68928,102,69030,4.648979487,6.288145166,1484842
1401,Tamil Nadu,MAYILADUTHURAI,SUBHASHINI. K,0,NTK,Ganna Kisan,FEMALE,0,27,GENERAL,Graduate,525600,57500,40929,127,41056,2.765007994,3.739911458,1484842
1402,Tamil Nadu,MAYILADUTHURAI,REFAYUDEEN. M,0,MNM,Battery Torch,MALE,0,46,GENERAL,8th Pass,8606404,6100000,16954,51,17005,1.145239696,1.549035326,1484842
1403,Odisha,MAYURBHANJ,BISHWESWAR TUDU,1,BJP,Lotus,MALE,1,54,ST,10th Pass,2742000,400000,480253,3559,483812,32.40090945,42.00876449,1493205
1404,Odisha,MAYURBHANJ,DR DEBASHIS MARNDI,0,BJD,Conch,MALE,0,41,ST,Graduate Professional,11842615,632703,457676,880,458556,30.7095141,39.81581897,1493205
1405,Odisha,MAYURBHANJ,ANJANI SOREN,0,JMM,Bow & Arrow,FEMALE,0,47,ST,12th Pass,28247881,7196331,135265,287,135552,9.077922991,11.76980324,1493205
1407,Odisha,MAYURBHANJ,PARBATI PURTY,0,IND,Pot,FEMALE,0,47,ST,Post Graduate,10673347,1000000,13905,32,13937,0.933361461,1.210131519,1493205
1408,Telangana,MEDAK,Kotha Prabhakar Reddy,1,TRS,Car,MALE,0,53,GENERAL,Graduate,1266581773,268266203,595830,218,596048,37.17590646,51.81534706,1603318
1409,Telangana,MEDAK,Anil Kumar Gali,0,INC,Hand,MALE,1,46,GENERAL,10th Pass,121568484,38100000,279442,179,279621,17.440146,24.30787313,1603318
1410,Telangana,MEDAK,Madavaneni Raghunandan Rao,0,BJP,Lotus,MALE,0,54,GENERAL,Graduate Professional,126488701,6900000,201243,324,201567,12.57186659,17.52252178,1603318
1411,Telangana,MEDAK,Thummalapally Pruthviraj,0,IND,BOX,MALE,0,49,GENERAL,12th Pass,10428157,100000,18813,0,18813,1.173379205,1.635442321,1603318
1413,Telangana,MEDAK,Gajabhinkar Bansilal,0,IND,Camera,MALE,0,61,GENERAL,5th Pass,510000,30000,14711,0,14711,0.917534762,1.278849305,1603318
1414,Telangana,MEDAK,Bangaru Krishna,0,IND,Road Roller,MALE,0,33,SC,12th Pass,51000,0,13997,1,13998,0.873064483,1.216867145,1603318
1415,West Bengal,MEDINIPUR,Dilip Ghosh,1,BJP,Lotus,MALE,14,54,GENERAL,10th Pass,4536462,0,683285,2148,685433,40.94004668,48.60120497,1674236
1416,West Bengal,MEDINIPUR,Manas Ranjan Bhunia,0,AITC,Flowers and Grass,MALE,0,67,GENERAL,Graduate Professional,67663831,2600000,595972,509,596481,35.62705616,42.29398839,1674236
1417,West Bengal,MEDINIPUR,Biplab Bhatta,0,CPI(M),Ears of Corn And Sickle,MALE,3,50,GENERAL,8th Pass,5306513,775323,62232,87,62319,3.722235097,4.418781256,1674236
1418,West Bengal,MEDINIPUR,Sambhunath Chattapadhyay,0,INC,Hand,MALE,2,64,GENERAL,Graduate,3548014,0,20769,38,20807,1.242775809,1.475337884,1674236
1420,Uttar Pradesh,MEERUT,RAJENDRA AGARWAL,1,BJP,Lotus,MALE,3,68,GENERAL,Post Graduate,13489377,1990094,582976,3208,586184,30.96700302,48.16868539,1892931
1421,Uttar Pradesh,MEERUT,HAJI MOHAMMAD YAQOOB,0,BSP,Elephant,MALE,6,60,GENERAL,8th Pass,89793968,0,580597,858,581455,30.71717881,47.78008776,1892931
1422,Uttar Pradesh,MEERUT,HARENDRA AGARWAL,0,INC,Hand,MALE,1,68,GENERAL,Graduate,115801988,3686064,34301,178,34479,1.821461004,2.833253899,1892931
1423,Uttar Pradesh,MIRZAPUR,Anupriya Singh Patel,1,ADAL,Cup & Saucer,FEMALE,2,37,GENERAL,Post Graduate,26900662,1805603,590867,697,591564,32.06048289,53.3392723,1845150
1424,Uttar Pradesh,MIRZAPUR,Ramcharitra Nishad,0,SP,Bicycle,MALE,0,54,SC,12th Pass,26572962,0,359208,348,359556,19.48654581,32.41991634,1845150
1425,Uttar Pradesh,MIRZAPUR,Lalitesh Pati Tripathi,0,INC,Hand,MALE,3,41,GENERAL,Graduate,79195975,2723790,91392,109,91501,4.959000623,8.25032753,1845150
1427,Uttar Pradesh,MIRZAPUR,Radheshyam Inshan,0,BRPI,Glass Tumbler,MALE,0,64,SC,8th Pass,586200,0,14136,6,14142,0.766441753,1.275135047,1845150
1428,Uttar Pradesh,MISRIKH,Ashok Kumar Rawat,1,BJP,Lotus,MALE,0,52,SC,Post Graduate,48771207,5735470,533562,867,534429,29.74119221,52.01852865,1796932
1429,Uttar Pradesh,MISRIKH,Dr Neelu Satyarthi,0,BSP,Elephant,FEMALE,0,44,SC,Doctorate,39928000,300000,433110,647,433757,24.13875428,42.21964177,1796932
1430,Uttar Pradesh,MISRIKH,Manjari Rahi,0,INC,Hand,FEMALE,1,53,SC,Post Graduate,54872128,1350000,26446,59,26505,1.47501408,2.579858319,1796932
1431,Mizoram,MIZORAM,C LALROSANGA,1,MNF,Star,MALE,0,62,ST,Graduate,131201374,0,223509,777,224286,28.30235821,44.82609069,792464
1432,Mizoram,MIZORAM,LALNGHINGLOVA HMAR,0,IND,Triangle,MALE,0,41,ST,Post Graduate,13891235,6000000,215202,944,216146,27.27518222,43.19921974,792464
1433,Mizoram,MIZORAM,NIRUPAM CHAKMA,0,BJP,Lotus,MALE,0,59,ST,Graduate Professional,15655480,1016188,27989,718,28707,3.62249894,5.737418232,792464
1434,Mizoram,MIZORAM,TBC LALVENCHHUNGA,0,PRISMP,DIAMOND,MALE,0,36,ST,10th Pass,7724713,2145065,13211,112,13323,1.681212017,2.66275205,792464
1435,Mizoram,MIZORAM,LAL HRIATRENGA CHHANGTE,0,IND,Tyres,MALE,0,54,ST,Graduate Professional,13499370,2500000,12467,208,12675,1.599441741,2.53324193,792464
1436,Uttar Pradesh,MOHANLALGANJ,Kaushal Kishore,1,BJP,Lotus,MALE,1,59,SC,Graduate,55530561,0,627223,2776,629999,31.13518573,49.583576,2023431
1437,Uttar Pradesh,MOHANLALGANJ,C. L. Verma,0,BSP,Elephant,MALE,1,49,SC,Post Graduate,83407710,6808934,537448,2347,539795,26.67721311,42.4841411,2023431
1438,Uttar Pradesh,MOHANLALGANJ,R. K. Chaudhary,0,INC,Hand,MALE,0,60,SC,Graduate Professional,9185305,0,59640,429,60069,2.96867054,4.72768342,2023431
1439,Uttar Pradesh,MORADABAD,Dr. S.T. HASAN,1,SP,Bicycle,MALE,0,60,GENERAL,Post Graduate,55795546,500000,648817,599,649416,33.15141513,50.64600531,1958939
1440,Uttar Pradesh,MORADABAD,KUNWAR SARVESH KUMAR,0,BJP,Lotus,MALE,3,67,GENERAL,10th Pass,102903614,600000,549729,1809,551538,28.15493489,43.01279377,1958939
1441,Uttar Pradesh,MORADABAD,IMRAN PRATAPGARHI,0,INC,Hand,MALE,0,32,GENERAL,Post Graduate,31547689,10034039,59117,81,59198,3.02194198,4.6166744,1958939
1442,Madhya Pradesh,MORENA,NARENDRA SINGH TOMAR,1,BJP,Lotus,MALE,1,61,GENERAL,Graduate,23062224,6689767,537856,3833,541689,29.47609623,47.56940602,1837723
1443,Madhya Pradesh,MORENA,RAMNIWAS RAWAT,0,INC,Hand,MALE,1,59,GENERAL,Post Graduate,44669161,1052042,427890,458,428348,23.30862703,37.6161597,1837723
1444,Madhya Pradesh,MORENA,KARTAR SINGH BHADANA,0,BSP,Elephant,MALE,5,61,GENERAL,8th Pass,441032899,11599732,129228,152,129380,7.040234029,11.36174032,1837723
